[03:40:34.090] Namespace(train_path='/home/shivam/Desktop/shivam/classiitb/mic/ParaTransCNN-master/data/', checkpoint_path='./checkpoints/ParaTransCNN_SGD_0.01_150_Synapse', dataset='Synapse', list_dir='./lists/lists_Synapse', num_classes=9, max_epochs=150, batch_size=4, n_gpu=1, deterministic=1, base_lr=0.01, img_size=224, seed=1234, model_name='ParaTransCNN')
[03:40:34.093] 553 iterations per epoch. 82950 max iterations 
[03:43:12.698] Namespace(train_path='/home/shivam/Desktop/shivam/classiitb/mic/ParaTransCNN-master/data/', checkpoint_path='./checkpoints/ParaTransCNN_SGD_0.01_150_Synapse', dataset='Synapse', list_dir='./lists/lists_Synapse', num_classes=9, max_epochs=150, batch_size=4, n_gpu=1, deterministic=1, base_lr=0.01, img_size=224, seed=1234, model_name='ParaTransCNN')
[03:43:12.701] 553 iterations per epoch. 82950 max iterations 
[03:46:12.009] Namespace(train_path='/home/shivam/Desktop/shivam/classiitb/mic/ParaTransCNN-master/data/Synapse', checkpoint_path='./checkpoints/ParaTransCNN_SGD_0.01_150_Synapse', dataset='Synapse', list_dir='./lists/lists_Synapse', num_classes=9, max_epochs=150, batch_size=4, n_gpu=1, deterministic=1, base_lr=0.01, img_size=224, seed=1234, model_name='ParaTransCNN')
[03:46:12.012] 553 iterations per epoch. 82950 max iterations 
[03:46:51.095] Namespace(train_path='/home/shivam/Desktop/shivam/classiitb/mic/ParaTransCNN-master/data/Synapse/train_npz', checkpoint_path='./checkpoints/ParaTransCNN_SGD_0.01_150_Synapse', dataset='Synapse', list_dir='./lists/lists_Synapse', num_classes=9, max_epochs=150, batch_size=4, n_gpu=1, deterministic=1, base_lr=0.01, img_size=224, seed=1234, model_name='ParaTransCNN')
[03:46:51.098] 553 iterations per epoch. 82950 max iterations 
[03:51:27.950] Namespace(train_path='/home/shivam/Desktop/shivam/classiitb/mic/ParaTransCNN-master/data/Synapse/train_npz', checkpoint_path='./checkpoints/ParaTransCNN_SGD_0.01_150_Synapse', dataset='Synapse', list_dir='./lists/lists_Synapse', num_classes=9, max_epochs=150, batch_size=1, n_gpu=1, deterministic=1, base_lr=0.01, img_size=224, seed=1234, model_name='ParaTransCNN')
[03:51:27.967] 2211 iterations per epoch. 331650 max iterations 
[03:51:30.479] time(h): (0.000697/231.307835), epoch: (0/150), iteration: 1, loss: 1.625326, loss_ce: 2.273428, loss_dice: 0.977223, lr: 0.010000
[01:55:13.097] time(h): (1.002695/10.354155), epoch: (14/150), iteration: 4750, loss: 0.158275, loss_ce: 0.026669, loss_dice: 0.289881, lr: 0.009124
[01:55:13.859] time(h): (1.004506/10.370674), epoch: (14/150), iteration: 4751, loss: 0.146013, loss_ce: 0.009608, loss_dice: 0.282417, lr: 0.009124
[01:55:14.619] time(h): (1.003964/10.362900), epoch: (14/150), iteration: 4752, loss: 0.235089, loss_ce: 0.113315, loss_dice: 0.356863, lr: 0.009124
[01:55:15.381] time(h): (1.004510/10.366356), epoch: (14/150), iteration: 4753, loss: 0.258043, loss_ce: 0.121901, loss_dice: 0.394185, lr: 0.009124
[01:55:16.142] time(h): (1.004628/10.365388), epoch: (14/150), iteration: 4754, loss: 0.178559, loss_ce: 0.071592, loss_dice: 0.285527, lr: 0.009124
[01:55:16.903] time(h): (1.004822/10.365210), epoch: (14/150), iteration: 4755, loss: 0.309565, loss_ce: 0.204035, loss_dice: 0.415095, lr: 0.009123
[01:55:17.664] time(h): (1.004422/10.358908), epoch: (14/150), iteration: 4756, loss: 0.185128, loss_ce: 0.140951, loss_dice: 0.229306, lr: 0.009123
[01:55:18.425] time(h): (1.005645/10.369342), epoch: (14/150), iteration: 4757, loss: 0.161287, loss_ce: 0.074434, loss_dice: 0.248139, lr: 0.009123
[01:55:19.187] time(h): (1.005895/10.369732), epoch: (14/150), iteration: 4758, loss: 0.147810, loss_ce: 0.130701, loss_dice: 0.164919, lr: 0.009123
[01:55:19.948] time(h): (1.005430/10.362767), epoch: (14/150), iteration: 4759, loss: 0.271799, loss_ce: 0.093914, loss_dice: 0.449685, lr: 0.009123
[01:55:20.708] time(h): (1.004962/10.355767), epoch: (14/150), iteration: 4760, loss: 0.316080, loss_ce: 0.144449, loss_dice: 0.487711, lr: 0.009122
[01:55:21.485] time(h): (1.027275/10.583464), epoch: (14/150), iteration: 4761, loss: 0.056045, loss_ce: 0.045161, loss_dice: 0.066928, lr: 0.009122
[01:55:22.246] time(h): (1.006350/10.365710), epoch: (14/150), iteration: 4762, loss: 0.355683, loss_ce: 0.218467, loss_dice: 0.492898, lr: 0.009122
[01:55:23.008] time(h): (1.006455/10.364619), epoch: (14/150), iteration: 4763, loss: 0.306849, loss_ce: 0.047226, loss_dice: 0.566471, lr: 0.009122
[01:55:23.769] time(h): (1.006534/10.363254), epoch: (14/150), iteration: 4764, loss: 0.226001, loss_ce: 0.121675, loss_dice: 0.330328, lr: 0.009122
[01:55:24.531] time(h): (1.007687/10.372944), epoch: (14/150), iteration: 4765, loss: 0.170292, loss_ce: 0.085619, loss_dice: 0.254964, lr: 0.009121
[01:55:25.291] time(h): (1.006749/10.361113), epoch: (14/150), iteration: 4766, loss: 0.205463, loss_ce: 0.072716, loss_dice: 0.338210, lr: 0.009121
[01:55:26.053] time(h): (1.007321/10.364826), epoch: (14/150), iteration: 4767, loss: 0.257340, loss_ce: 0.053571, loss_dice: 0.461110, lr: 0.009121
[01:55:26.813] time(h): (1.007103/10.360409), epoch: (14/150), iteration: 4768, loss: 0.228106, loss_ce: 0.034617, loss_dice: 0.421594, lr: 0.009121
[01:55:27.575] time(h): (1.008774/10.375423), epoch: (14/150), iteration: 4769, loss: 0.227587, loss_ce: 0.157677, loss_dice: 0.297497, lr: 0.009121
[01:55:28.336] time(h): (1.007604/10.361221), epoch: (14/150), iteration: 4770, loss: 0.178841, loss_ce: 0.013613, loss_dice: 0.344068, lr: 0.009121
[01:55:29.097] time(h): (1.007718/10.360220), epoch: (14/150), iteration: 4771, loss: 0.063680, loss_ce: 0.005704, loss_dice: 0.121657, lr: 0.009120
[01:55:29.857] time(h): (1.007399/10.354769), epoch: (14/150), iteration: 4772, loss: 0.062383, loss_ce: 0.057918, loss_dice: 0.066847, lr: 0.009120
[01:55:30.619] time(h): (1.009016/10.369222), epoch: (14/150), iteration: 4773, loss: 0.195735, loss_ce: 0.088757, loss_dice: 0.302713, lr: 0.009120
[01:55:31.380] time(h): (1.008335/10.360045), epoch: (14/150), iteration: 4774, loss: 0.200803, loss_ce: 0.097035, loss_dice: 0.304570, lr: 0.009120
[01:55:32.141] time(h): (1.008603/10.360633), epoch: (14/150), iteration: 4775, loss: 0.045311, loss_ce: 0.005312, loss_dice: 0.085309, lr: 0.009120
[01:55:32.901] time(h): (1.008392/10.356296), epoch: (14/150), iteration: 4776, loss: 0.160700, loss_ce: 0.031949, loss_dice: 0.289451, lr: 0.009119
[01:55:33.662] time(h): (1.009634/10.366886), epoch: (14/150), iteration: 4777, loss: 0.122182, loss_ce: 0.097783, loss_dice: 0.146581, lr: 0.009119
[01:55:34.422] time(h): (1.008283/10.350839), epoch: (14/150), iteration: 4778, loss: 0.063112, loss_ce: 0.006431, loss_dice: 0.119792, lr: 0.009119
[01:55:35.183] time(h): (1.009318/10.359307), epoch: (14/150), iteration: 4779, loss: 0.246627, loss_ce: 0.176207, loss_dice: 0.317047, lr: 0.009119
[01:55:35.944] time(h): (1.010085/10.365005), epoch: (14/150), iteration: 4780, loss: 0.245085, loss_ce: 0.121605, loss_dice: 0.368566, lr: 0.009119
[01:55:36.723] time(h): (1.033465/10.602711), epoch: (14/150), iteration: 4781, loss: 0.156300, loss_ce: 0.078452, loss_dice: 0.234147, lr: 0.009119
[01:55:37.484] time(h): (1.010105/10.360880), epoch: (14/150), iteration: 4782, loss: 0.039304, loss_ce: 0.036841, loss_dice: 0.041768, lr: 0.009118
[01:55:38.245] time(h): (1.010960/10.367477), epoch: (14/150), iteration: 4783, loss: 0.305843, loss_ce: 0.153773, loss_dice: 0.457913, lr: 0.009118
[01:55:39.006] time(h): (1.010721/10.362858), epoch: (14/150), iteration: 4784, loss: 0.093430, loss_ce: 0.068033, loss_dice: 0.118826, lr: 0.009118
[01:55:39.767] time(h): (1.010673/10.360204), epoch: (14/150), iteration: 4785, loss: 0.233648, loss_ce: 0.133902, loss_dice: 0.333393, lr: 0.009118
[01:55:40.528] time(h): (1.011508/10.366594), epoch: (14/150), iteration: 4786, loss: 0.165767, loss_ce: 0.023073, loss_dice: 0.308462, lr: 0.009118
[01:55:41.289] time(h): (1.010921/10.358417), epoch: (14/150), iteration: 4787, loss: 0.121266, loss_ce: 0.008442, loss_dice: 0.234090, lr: 0.009117
[01:55:42.049] time(h): (1.010710/10.354087), epoch: (14/150), iteration: 4788, loss: 0.127420, loss_ce: 0.000252, loss_dice: 0.254589, lr: 0.009117
[01:55:42.810] time(h): (1.012340/10.368621), epoch: (14/150), iteration: 4789, loss: 0.065186, loss_ce: 0.003523, loss_dice: 0.126849, lr: 0.009117
[01:55:43.571] time(h): (1.011225/10.355042), epoch: (14/150), iteration: 4790, loss: 0.053144, loss_ce: 0.064505, loss_dice: 0.041783, lr: 0.009117
[01:55:44.332] time(h): (1.012698/10.367958), epoch: (14/150), iteration: 4791, loss: 0.062933, loss_ce: 0.001302, loss_dice: 0.124564, lr: 0.009117
[01:55:45.093] time(h): (1.011776/10.356358), epoch: (14/150), iteration: 4792, loss: 0.327150, loss_ce: 0.232853, loss_dice: 0.421448, lr: 0.009116
[01:55:45.854] time(h): (1.012018/10.356676), epoch: (14/150), iteration: 4793, loss: 0.066251, loss_ce: 0.062895, loss_dice: 0.069607, lr: 0.009116
[01:55:46.614] time(h): (1.012479/10.359226), epoch: (14/150), iteration: 4794, loss: 0.075208, loss_ce: 0.079409, loss_dice: 0.071007, lr: 0.009116
[01:55:47.375] time(h): (1.013181/10.364248), epoch: (14/150), iteration: 4795, loss: 0.356771, loss_ce: 0.219057, loss_dice: 0.494485, lr: 0.009116
[01:55:48.136] time(h): (1.012635/10.356501), epoch: (14/150), iteration: 4796, loss: 0.173264, loss_ce: 0.160070, loss_dice: 0.186458, lr: 0.009116
[01:55:48.897] time(h): (1.014154/10.369878), epoch: (14/150), iteration: 4797, loss: 0.108749, loss_ce: 0.050104, loss_dice: 0.167395, lr: 0.009116
[01:55:49.658] time(h): (1.013457/10.360590), epoch: (14/150), iteration: 4798, loss: 0.155757, loss_ce: 0.121330, loss_dice: 0.190183, lr: 0.009115
[01:55:50.420] time(h): (1.014957/10.373763), epoch: (14/150), iteration: 4799, loss: 0.143682, loss_ce: 0.080308, loss_dice: 0.207056, lr: 0.009115
[01:55:51.181] time(h): (1.013608/10.357813), epoch: (14/150), iteration: 4800, loss: 0.064921, loss_ce: 0.003470, loss_dice: 0.126373, lr: 0.009115
[01:55:51.957] time(h): (1.034865/10.572828), epoch: (14/150), iteration: 4801, loss: 0.019570, loss_ce: 0.009152, loss_dice: 0.029989, lr: 0.009115
[01:55:52.717] time(h): (1.013691/10.354347), epoch: (14/150), iteration: 4802, loss: 0.176592, loss_ce: 0.107721, loss_dice: 0.245462, lr: 0.009115
[01:55:53.479] time(h): (1.014997/10.365538), epoch: (14/150), iteration: 4803, loss: 0.098864, loss_ce: 0.030856, loss_dice: 0.166872, lr: 0.009114
[01:55:54.240] time(h): (1.014909/10.362471), epoch: (14/150), iteration: 4804, loss: 0.201229, loss_ce: 0.128710, loss_dice: 0.273749, lr: 0.009114
[01:55:55.000] time(h): (1.014669/10.357865), epoch: (14/150), iteration: 4805, loss: 0.080518, loss_ce: 0.036143, loss_dice: 0.124892, lr: 0.009114
[01:55:55.761] time(h): (1.015346/10.362621), epoch: (14/150), iteration: 4806, loss: 0.183525, loss_ce: 0.023845, loss_dice: 0.343205, lr: 0.009114
[01:55:56.522] time(h): (1.015082/10.357771), epoch: (14/150), iteration: 4807, loss: 0.040974, loss_ce: 0.044199, loss_dice: 0.037750, lr: 0.009114
[01:55:57.283] time(h): (1.015482/10.359697), epoch: (14/150), iteration: 4808, loss: 0.072169, loss_ce: 0.011246, loss_dice: 0.133091, lr: 0.009113
[01:55:58.044] time(h): (1.015513/10.357862), epoch: (14/150), iteration: 4809, loss: 0.314549, loss_ce: 0.173833, loss_dice: 0.455265, lr: 0.009113
[01:55:58.805] time(h): (1.016305/10.363780), epoch: (14/150), iteration: 4810, loss: 0.129112, loss_ce: 0.053017, loss_dice: 0.205208, lr: 0.009113
[01:55:59.567] time(h): (1.017629/10.375134), epoch: (14/150), iteration: 4811, loss: 0.028599, loss_ce: 0.028632, loss_dice: 0.028566, lr: 0.009113
[01:56:00.329] time(h): (1.017563/10.372298), epoch: (14/150), iteration: 4812, loss: 0.225777, loss_ce: 0.130968, loss_dice: 0.320586, lr: 0.009113
[01:56:01.091] time(h): (1.018070/10.375309), epoch: (14/150), iteration: 4813, loss: 0.191584, loss_ce: 0.014249, loss_dice: 0.368919, lr: 0.009113
[01:56:01.852] time(h): (1.017617/10.368543), epoch: (14/150), iteration: 4814, loss: 0.074226, loss_ce: 0.012907, loss_dice: 0.135545, lr: 0.009112
[01:56:02.613] time(h): (1.017055/10.360655), epoch: (14/150), iteration: 4815, loss: 0.177385, loss_ce: 0.114394, loss_dice: 0.240376, lr: 0.009112
[01:56:03.374] time(h): (1.017278/10.360782), epoch: (14/150), iteration: 4816, loss: 0.060538, loss_ce: 0.067789, loss_dice: 0.053286, lr: 0.009112
[01:56:04.136] time(h): (1.018693/10.373048), epoch: (14/150), iteration: 4817, loss: 0.107311, loss_ce: 0.040789, loss_dice: 0.173832, lr: 0.009112
[01:56:04.897] time(h): (1.018086/10.364713), epoch: (14/150), iteration: 4818, loss: 0.079778, loss_ce: 0.013193, loss_dice: 0.146363, lr: 0.009112
[01:56:05.658] time(h): (1.018931/10.371154), epoch: (14/150), iteration: 4819, loss: 0.071828, loss_ce: 0.006625, loss_dice: 0.137030, lr: 0.009111
[01:56:06.420] time(h): (1.018914/10.368838), epoch: (14/150), iteration: 4820, loss: 0.112955, loss_ce: 0.003616, loss_dice: 0.222295, lr: 0.009111
[01:56:07.197] time(h): (1.040839/10.589753), epoch: (14/150), iteration: 4821, loss: 0.036721, loss_ce: 0.008803, loss_dice: 0.064639, lr: 0.009111
[01:56:07.959] time(h): (1.018866/10.364050), epoch: (14/150), iteration: 4822, loss: 0.162019, loss_ce: 0.053536, loss_dice: 0.270502, lr: 0.009111
[01:56:08.720] time(h): (1.019177/10.365064), epoch: (14/150), iteration: 4823, loss: 0.073640, loss_ce: 0.011480, loss_dice: 0.135800, lr: 0.009111
[01:56:09.480] time(h): (1.018357/10.354581), epoch: (14/150), iteration: 4824, loss: 0.153924, loss_ce: 0.052255, loss_dice: 0.255594, lr: 0.009111
[01:56:10.241] time(h): (1.019367/10.362689), epoch: (14/150), iteration: 4825, loss: 0.135208, loss_ce: 0.116027, loss_dice: 0.154388, lr: 0.009110
[01:56:11.002] time(h): (1.018883/10.355624), epoch: (14/150), iteration: 4826, loss: 0.038729, loss_ce: 0.037707, loss_dice: 0.039750, lr: 0.009110
[01:56:11.763] time(h): (1.020690/10.371840), epoch: (14/150), iteration: 4827, loss: 0.157151, loss_ce: 0.113443, loss_dice: 0.200860, lr: 0.009110
[01:56:12.523] time(h): (1.018704/10.349520), epoch: (14/150), iteration: 4828, loss: 0.074360, loss_ce: 0.014737, loss_dice: 0.133984, lr: 0.009110
[01:56:13.285] time(h): (1.020685/10.367500), epoch: (14/150), iteration: 4829, loss: 0.118868, loss_ce: 0.001447, loss_dice: 0.236288, lr: 0.009110
[01:56:14.047] time(h): (1.022929/10.388141), epoch: (14/150), iteration: 4830, loss: 0.111905, loss_ce: 0.001632, loss_dice: 0.222178, lr: 0.009109
[01:56:14.809] time(h): (1.021489/10.371375), epoch: (14/150), iteration: 4831, loss: 0.034844, loss_ce: 0.028875, loss_dice: 0.040813, lr: 0.009109
[01:56:15.570] time(h): (1.021078/10.365054), epoch: (14/150), iteration: 4832, loss: 0.194476, loss_ce: 0.103432, loss_dice: 0.285520, lr: 0.009109
[01:56:16.331] time(h): (1.021545/10.367643), epoch: (14/150), iteration: 4833, loss: 0.128459, loss_ce: 0.010253, loss_dice: 0.246665, lr: 0.009109
[01:56:17.092] time(h): (1.021150/10.361494), epoch: (14/150), iteration: 4834, loss: 0.106758, loss_ce: 0.048868, loss_dice: 0.164647, lr: 0.009109
[01:56:17.854] time(h): (1.022759/10.375670), epoch: (14/150), iteration: 4835, loss: 0.135767, loss_ce: 0.058775, loss_dice: 0.212759, lr: 0.009108
[01:56:18.615] time(h): (1.022180/10.367653), epoch: (14/150), iteration: 4836, loss: 0.130466, loss_ce: 0.020923, loss_dice: 0.240008, lr: 0.009108
[01:56:19.376] time(h): (1.021975/10.363433), epoch: (14/150), iteration: 4837, loss: 0.070179, loss_ce: 0.003287, loss_dice: 0.137072, lr: 0.009108
[01:56:20.139] time(h): (1.024655/10.388459), epoch: (14/150), iteration: 4838, loss: 0.090800, loss_ce: 0.030510, loss_dice: 0.151090, lr: 0.009108
[01:56:20.900] time(h): (1.021545/10.354795), epoch: (14/150), iteration: 4839, loss: 0.179439, loss_ce: 0.103674, loss_dice: 0.255203, lr: 0.009108
[01:56:21.660] time(h): (1.021412/10.351303), epoch: (14/150), iteration: 4840, loss: 0.216808, loss_ce: 0.010921, loss_dice: 0.422696, lr: 0.009108
[01:56:22.441] time(h): (1.050219/10.641039), epoch: (14/150), iteration: 4841, loss: 0.297455, loss_ce: 0.129906, loss_dice: 0.465004, lr: 0.009107
[01:56:23.202] time(h): (1.022464/10.357683), epoch: (14/150), iteration: 4842, loss: 0.109848, loss_ce: 0.001427, loss_dice: 0.218269, lr: 0.009107
[01:56:23.963] time(h): (1.023169/10.362682), epoch: (14/150), iteration: 4843, loss: 0.244465, loss_ce: 0.180817, loss_dice: 0.308112, lr: 0.009107
[01:56:24.724] time(h): (1.023642/10.365333), epoch: (14/150), iteration: 4844, loss: 0.068131, loss_ce: 0.005742, loss_dice: 0.130520, lr: 0.009107
[01:56:25.484] time(h): (1.021839/10.344946), epoch: (14/150), iteration: 4845, loss: 0.189491, loss_ce: 0.079477, loss_dice: 0.299505, lr: 0.009107
[01:56:26.245] time(h): (1.023670/10.361347), epoch: (14/150), iteration: 4846, loss: 0.089620, loss_ce: 0.023909, loss_dice: 0.155332, lr: 0.009106
[01:56:27.006] time(h): (1.024334/10.365928), epoch: (14/150), iteration: 4847, loss: 0.137107, loss_ce: 0.091893, loss_dice: 0.182320, lr: 0.009106
[01:56:27.767] time(h): (1.023760/10.357979), epoch: (14/150), iteration: 4848, loss: 0.220114, loss_ce: 0.104686, loss_dice: 0.335543, lr: 0.009106
[01:56:28.528] time(h): (1.024702/10.365366), epoch: (14/150), iteration: 4849, loss: 0.786146, loss_ce: 0.881241, loss_dice: 0.691051, lr: 0.009106
[01:56:29.289] time(h): (1.025043/10.366685), epoch: (14/150), iteration: 4850, loss: 0.041348, loss_ce: 0.005787, loss_dice: 0.076909, lr: 0.009106
[01:56:30.051] time(h): (1.026172/10.375952), epoch: (14/150), iteration: 4851, loss: 0.428096, loss_ce: 0.346086, loss_dice: 0.510107, lr: 0.009106
[01:56:30.812] time(h): (1.025150/10.363495), epoch: (14/150), iteration: 4852, loss: 0.087215, loss_ce: 0.040414, loss_dice: 0.134015, lr: 0.009105
[01:56:31.573] time(h): (1.025258/10.362439), epoch: (14/150), iteration: 4853, loss: 0.055938, loss_ce: 0.000714, loss_dice: 0.111163, lr: 0.009105
[01:56:32.334] time(h): (1.025459/10.362345), epoch: (14/150), iteration: 4854, loss: 0.155608, loss_ce: 0.087457, loss_dice: 0.223759, lr: 0.009105
[01:56:33.094] time(h): (1.025124/10.356832), epoch: (14/150), iteration: 4855, loss: 0.147921, loss_ce: 0.081548, loss_dice: 0.214293, lr: 0.009105
[01:56:33.855] time(h): (1.025158/10.355029), epoch: (14/150), iteration: 4856, loss: 0.088996, loss_ce: 0.058216, loss_dice: 0.119777, lr: 0.009105
[01:56:34.615] time(h): (1.025751/10.358888), epoch: (14/150), iteration: 4857, loss: 0.063781, loss_ce: 0.001805, loss_dice: 0.125757, lr: 0.009104
[01:56:35.377] time(h): (1.027528/10.374705), epoch: (14/150), iteration: 4858, loss: 0.259303, loss_ce: 0.104244, loss_dice: 0.414362, lr: 0.009104
[01:56:36.139] time(h): (1.027176/10.369010), epoch: (14/150), iteration: 4859, loss: 0.138873, loss_ce: 0.079681, loss_dice: 0.198064, lr: 0.009104
[01:56:36.900] time(h): (1.027426/10.369397), epoch: (14/150), iteration: 4860, loss: 0.152762, loss_ce: 0.045410, loss_dice: 0.260113, lr: 0.009104
[01:56:37.680] time(h): (1.051968/10.614915), epoch: (14/150), iteration: 4861, loss: 0.128097, loss_ce: 0.015114, loss_dice: 0.241080, lr: 0.009104
[01:56:38.440] time(h): (1.026681/10.357625), epoch: (14/150), iteration: 4862, loss: 0.057177, loss_ce: 0.000414, loss_dice: 0.113940, lr: 0.009103
[01:56:39.201] time(h): (1.027060/10.359317), epoch: (14/150), iteration: 4863, loss: 0.056324, loss_ce: 0.000167, loss_dice: 0.112482, lr: 0.009103
[01:56:39.962] time(h): (1.027910/10.365759), epoch: (14/150), iteration: 4864, loss: 0.256147, loss_ce: 0.107765, loss_dice: 0.404529, lr: 0.009103
[01:56:40.723] time(h): (1.028299/10.367542), epoch: (14/150), iteration: 4865, loss: 0.168426, loss_ce: 0.117599, loss_dice: 0.219253, lr: 0.009103
[01:56:41.485] time(h): (1.028476/10.367201), epoch: (14/150), iteration: 4866, loss: 0.114184, loss_ce: 0.004411, loss_dice: 0.223958, lr: 0.009103
[01:56:42.246] time(h): (1.027791/10.358170), epoch: (14/150), iteration: 4867, loss: 0.204287, loss_ce: 0.025457, loss_dice: 0.383116, lr: 0.009103
[01:56:43.006] time(h): (1.028137/10.359525), epoch: (14/150), iteration: 4868, loss: 0.237290, loss_ce: 0.137296, loss_dice: 0.337284, lr: 0.009102
[01:56:43.767] time(h): (1.028944/10.365522), epoch: (14/150), iteration: 4869, loss: 0.062211, loss_ce: 0.076662, loss_dice: 0.047761, lr: 0.009102
[01:56:44.529] time(h): (1.029179/10.365768), epoch: (14/150), iteration: 4870, loss: 0.195273, loss_ce: 0.026952, loss_dice: 0.363594, lr: 0.009102
[01:56:45.290] time(h): (1.029525/10.367123), epoch: (14/150), iteration: 4871, loss: 0.097346, loss_ce: 0.033742, loss_dice: 0.160949, lr: 0.009102
[01:56:46.051] time(h): (1.029868/10.368442), epoch: (14/150), iteration: 4872, loss: 0.100429, loss_ce: 0.079751, loss_dice: 0.121107, lr: 0.009102
[01:56:46.813] time(h): (1.029832/10.365957), epoch: (14/150), iteration: 4873, loss: 0.158675, loss_ce: 0.023797, loss_dice: 0.293554, lr: 0.009101
[01:56:47.573] time(h): (1.028834/10.353782), epoch: (14/150), iteration: 4874, loss: 0.266660, loss_ce: 0.165347, loss_dice: 0.367973, lr: 0.009101
[01:56:48.334] time(h): (1.030004/10.363436), epoch: (14/150), iteration: 4875, loss: 0.038202, loss_ce: 0.025289, loss_dice: 0.051115, lr: 0.009101
[01:56:49.095] time(h): (1.030404/10.365333), epoch: (14/150), iteration: 4876, loss: 0.226650, loss_ce: 0.022470, loss_dice: 0.430829, lr: 0.009101
[01:56:49.856] time(h): (1.030473/10.363897), epoch: (14/150), iteration: 4877, loss: 0.032661, loss_ce: 0.017665, loss_dice: 0.047657, lr: 0.009101
[01:56:50.617] time(h): (1.030848/10.365554), epoch: (14/150), iteration: 4878, loss: 0.443092, loss_ce: 0.298587, loss_dice: 0.587596, lr: 0.009101
[01:56:51.378] time(h): (1.030136/10.356273), epoch: (14/150), iteration: 4879, loss: 0.111321, loss_ce: 0.000405, loss_dice: 0.222236, lr: 0.009100
[01:56:52.140] time(h): (1.031958/10.372457), epoch: (14/150), iteration: 4880, loss: 0.181105, loss_ce: 0.136031, loss_dice: 0.226179, lr: 0.009100
[01:56:52.915] time(h): (1.049939/10.551021), epoch: (14/150), iteration: 4881, loss: 0.136057, loss_ce: 0.001399, loss_dice: 0.270714, lr: 0.009100
[01:56:53.675] time(h): (1.030572/10.354285), epoch: (14/150), iteration: 4882, loss: 0.259296, loss_ce: 0.215783, loss_dice: 0.302809, lr: 0.009100
[01:56:54.436] time(h): (1.031778/10.364277), epoch: (14/150), iteration: 4883, loss: 0.111664, loss_ce: 0.028656, loss_dice: 0.194673, lr: 0.009100
[01:56:55.196] time(h): (1.031734/10.361705), epoch: (14/150), iteration: 4884, loss: 0.075642, loss_ce: 0.067250, loss_dice: 0.084035, lr: 0.009099
[01:56:55.958] time(h): (1.032786/10.370160), epoch: (14/150), iteration: 4885, loss: 0.131886, loss_ce: 0.012292, loss_dice: 0.251481, lr: 0.009099
[01:56:56.719] time(h): (1.032285/10.362998), epoch: (14/150), iteration: 4886, loss: 0.071813, loss_ce: 0.007728, loss_dice: 0.135897, lr: 0.009099
[01:56:57.481] time(h): (1.032966/10.367724), epoch: (14/150), iteration: 4887, loss: 0.205155, loss_ce: 0.103990, loss_dice: 0.306319, lr: 0.009099
[01:56:58.242] time(h): (1.033505/10.371008), epoch: (14/150), iteration: 4888, loss: 0.302899, loss_ce: 0.150773, loss_dice: 0.455025, lr: 0.009099
[01:56:59.004] time(h): (1.033839/10.372233), epoch: (14/150), iteration: 4889, loss: 0.071962, loss_ce: 0.063994, loss_dice: 0.079930, lr: 0.009098
[01:56:59.765] time(h): (1.032917/10.360860), epoch: (14/150), iteration: 4890, loss: 0.175105, loss_ce: 0.056688, loss_dice: 0.293522, lr: 0.009098
[01:57:00.527] time(h): (1.034118/10.370791), epoch: (14/150), iteration: 4891, loss: 0.017609, loss_ce: 0.007445, loss_dice: 0.027773, lr: 0.009098
[01:57:01.288] time(h): (1.033443/10.361909), epoch: (14/150), iteration: 4892, loss: 0.191913, loss_ce: 0.108781, loss_dice: 0.275046, lr: 0.009098
[01:57:02.049] time(h): (1.034488/10.370261), epoch: (14/150), iteration: 4893, loss: 0.096274, loss_ce: 0.085790, loss_dice: 0.106758, lr: 0.009098
[01:57:02.810] time(h): (1.034236/10.365616), epoch: (14/150), iteration: 4894, loss: 0.061571, loss_ce: 0.045182, loss_dice: 0.077960, lr: 0.009098
[01:57:03.571] time(h): (1.034357/10.364713), epoch: (14/150), iteration: 4895, loss: 0.137909, loss_ce: 0.026030, loss_dice: 0.249788, lr: 0.009097
[01:57:04.332] time(h): (1.033728/10.356299), epoch: (14/150), iteration: 4896, loss: 0.019870, loss_ce: 0.008489, loss_dice: 0.031250, lr: 0.009097
[01:57:05.093] time(h): (1.034725/10.364167), epoch: (14/150), iteration: 4897, loss: 0.177512, loss_ce: 0.075267, loss_dice: 0.279756, lr: 0.009097
[01:57:05.855] time(h): (1.035549/10.370303), epoch: (14/150), iteration: 4898, loss: 0.018052, loss_ce: 0.012716, loss_dice: 0.023389, lr: 0.009097
[01:57:06.616] time(h): (1.034921/10.361896), epoch: (14/150), iteration: 4899, loss: 0.014704, loss_ce: 0.008610, loss_dice: 0.020797, lr: 0.009097
[01:57:07.376] time(h): (1.034996/10.360535), epoch: (14/150), iteration: 4900, loss: 0.289127, loss_ce: 0.143241, loss_dice: 0.435013, lr: 0.009096
[01:57:08.155] time(h): (1.059137/10.600024), epoch: (14/150), iteration: 4901, loss: 0.279809, loss_ce: 0.325338, loss_dice: 0.234280, lr: 0.009096
[01:57:08.915] time(h): (1.035344/10.359782), epoch: (14/150), iteration: 4902, loss: 0.057013, loss_ce: 0.000035, loss_dice: 0.113991, lr: 0.009096
